original_glrlm_RunLengthNonUniformity,original_glszm_GrayLevelVariance,original_gldm_SmallDependenceLowGrayLevelEmphasis,histopathology
2751.85748369567,4.28847894975102,0.0018688799427912,SQUAMOUS
1450.53227020535,5.8569376615915,0.0038027263049233,SQUAMOUS
3880.76046993571,4.8696687165245,0.0012836859731389,OTHER
2151.88192652709,5.37889273356401,0.0028800902032683,OTHER
480.485938711015,5.17333333333333,0.0040208469237862,OTHER
2034.92777590894,4.0964,0.0018597880433117,SQUAMOUS
1428.98692642567,4.38406658739596,0.0031770398924488,SQUAMOUS
1518.33747399461,5.04972222222222,0.0039479191117458,SQUAMOUS
349.802835557752,5.85431841831426,0.0084448299661021,SQUAMOUS
1236.71436133538,6.47160627366144,0.0038490977475378,OTHER
1181.63955602091,5.98096371207615,0.0028560678325571,SQUAMOUS
2656.23751641612,5.18094577407793,0.0036781899785186,OTHER
1402.99182526206,6.04891158290782,0.0029082250733368,SQUAMOUS
18039.4241722639,4.9119170984456,0.0012193187361802,SQUAMOUS
825.21663055021,7.32142857142857,0.0028739356992425,OTHER
1207.7044773811,5.29208804283165,0.0041225546731921,SQUAMOUS
6278.88917446598,5.36273193359375,0.0029763699431257,OTHER
212.056341551056,4.89603024574669,0.0018441718367873,SQUAMOUS
1914.73966202737,4.32372175980975,0.0025484769219856,SQUAMOUS
316.70406924535,5.61,0.0041968691062034,OTHER
772.630527545169,4.75413223140496,0.002287640362113,SQUAMOUS
459.974747403466,4.93112947658402,0.0028948444119247,OTHER
345.904001580246,5.4976,0.0045510568400937,SQUAMOUS
1419.15862268216,4.49793388429752,0.0037086172999725,SQUAMOUS
340.568787134672,5.50382653061224,0.0020917469887157,SQUAMOUS
328.755897694849,5.6937618147448,0.005032977407079,SQUAMOUS
2205.43387154624,8.09994051160024,0.0029407166583727,OTHER
4490.9004547176,4.39356506750934,0.0013430159091403,SQUAMOUS
883.034820832765,7.76557093425606,0.0064290728022736,OTHER
3835.67280840229,4.47483459357278,0.000588543980819748,OTHER
190.436590600718,5.18181818181818,0.0042946087794171,SQUAMOUS
3516.0065489207,5.81919379321977,0.0043107765473909,SQUAMOUS
4708.60801985889,5.87179487179487,0.0023604615074155,SQUAMOUS
3311.47440641081,3.81765742669444,0.0018957283111053,SQUAMOUS
886.414609018603,3.91162570888469,0.0025340916820712,SQUAMOUS
468.966428127433,5.70927684441198,0.0054878415799982,SQUAMOUS
4094.35329514153,5.12509695290859,0.0036116512607359,OTHER
7123.13436145501,3.96831597222222,0.001523361798553,SQUAMOUS
1395.76493160241,6.72979591836735,0.0061262379064442,SQUAMOUS
637.640029469642,5.83350676378772,0.0023702807716087,OTHER
221.18751075407,6.06094182825485,0.0108440934818814,SQUAMOUS
913.494460451105,7.16709183673469,0.0059316749296675,OTHER
8308.31419833901,4.9005968778696,0.003281777049143,SQUAMOUS
6178.76753364892,5.14258233302555,0.0017632332161028,SQUAMOUS
698.751452156597,4.7590027700831,0.0021698609152037,SQUAMOUS
7590.71379988198,3.96194571787902,0.0025374248800902,SQUAMOUS
11019.9078948474,4.50443672839506,0.0016087463719334,SQUAMOUS
852.521759092108,4.9504,0.0059031318213814,OTHER
194.119248952335,6.31292517006803,0.0075937559908824,SQUAMOUS
2760.96116778997,4.67924528301887,0.0014788345232156,SQUAMOUS
340.425472835271,5.09061224489796,0.0047846562695184,SQUAMOUS
64.6958485435714,8.22222222222222,0.0133045117400741,OTHER
630.360638915013,5.5683950617284,0.0028764819782835,SQUAMOUS
1813.15437778637,9.00591715976331,0.0062662184282465,SQUAMOUS
1190.09708189596,6.55859375,0.0027037708601142,SQUAMOUS
362.841600839966,6.8096,0.0019263273691009,OTHER
1778.49676464461,5.96598639455782,0.0021378741455088,SQUAMOUS
1743.30792471214,6.16326530612245,0.0031120068963059,SQUAMOUS
7627.92286897901,3.45404123091316,0.0019794049160486,SQUAMOUS
3276.91424533794,4.109375,0.001448346671321,SQUAMOUS
185.736834976849,6.19834710743802,0.0050545860480473,SQUAMOUS
8923.17498968212,5.99695600475624,0.0019177172966044,SQUAMOUS
183.938867935701,6.89,0.0109523836697288,SQUAMOUS
1829.43207229525,7.30642060745867,0.003210741568196,SQUAMOUS
14929.4725560356,5.72048389668367,0.0016016494860414,SQUAMOUS
1710.2574274835,4.48595041322314,0.0024925495547145,SQUAMOUS
353.992008985938,5.16,0.0019817363929822,SQUAMOUS
327.356417858115,5.46776406035665,0.0033115393512116,SQUAMOUS
664.459491501642,6.21982167352538,0.0065221477290322,OTHER
3231.03442097789,4.73112051681889,0.003225882034577,SQUAMOUS
2407.73682911286,6.43388318009735,0.0035493411651699,SQUAMOUS
5910.62308746244,4.4875283446712,0.0014460647471986,SQUAMOUS
2391.6187437165,4.53854875283447,0.0032687741884468,OTHER
1263.45412656981,7.76694411414982,0.0022246637237784,SQUAMOUS
351.839248851787,4.96076099881094,0.0037049429526482,SQUAMOUS
3981.03888994939,6.25692520775623,0.0025902274872222,SQUAMOUS
178.357047034726,6.53514739229025,0.0057027150363835,SQUAMOUS
235.26846908263,4.77764565992866,0.0035114009574426,SQUAMOUS
2568.65758808327,4.82662869348523,0.0023101060036267,OTHER
3562.45135002583,4.5757375812989,0.0030271862757196,SQUAMOUS
262.84227910624,4.8256,0.0045522829578518,SQUAMOUS
3338.68277237459,6.34467455621302,0.0031673137516395,OTHER
352.75086804579,5.06238185255198,0.0035140197678707,OTHER
1160.30916262173,7.79238754325259,0.0037113670775479,SQUAMOUS
2313.23959252417,5.79918367346939,0.0048193959074205,OTHER
1274.26906083331,5.126041386724,0.0020967009243591,SQUAMOUS
1438.06469399747,4.44378346222487,0.0015132287920967,SQUAMOUS
792.544444062572,5.35018903591682,0.0034381204246765,OTHER
627.346354231844,5.54766600920447,0.0070460026909242,OTHER
783.188965083683,6.2475,0.0038847894703398,SQUAMOUS
9020.85495604297,4.6268688071146,0.0022616879501587,SQUAMOUS
1787.48296119278,3.68281807372176,0.0021616400709404,SQUAMOUS
175.578957312714,7.66863905325444,0.0022212774297439,SQUAMOUS
9216.98136770829,4.95036667020937,0.0021458694922613,SQUAMOUS
773.174666391401,5.8659169550173,0.0035430272423558,SQUAMOUS
386.257568037597,6.60606060606061,0.0083653887330643,OTHER
1024.11685560286,4.31747919143876,0.0021802377800363,SQUAMOUS
2021.025345671,5.61285609934259,0.0029995304388473,OTHER
2320.28707101236,6.93444328824141,0.0029531673743187,OTHER
4261.26303149788,5.59679215860994,0.0020636839239475,OTHER
